Date,^AXJO,^BVSP,^DJI,^FTSE,^GDAXI,^GSPC,^HSI,^IXIC,^N225
2019-02-28,0.1073265426807727,0.18707705882796685,0.10612974523368633,0.11427677427853934,0.14461398807801865,0.09923186712562887,0.12359677063636311,0.12790385737139212,0.17332459070725473
2019-03-01,0.10452803332738483,0.18994837617309693,0.10613439984391979,0.1136607018862671,0.14483964672200333,0.09919420489904592,0.12312098054720216,0.1259761673545915,0.1629492959882515
2019-03-06,0.10517744266523515,0.19035359507792368,0.11454642506794285,0.1168907960129015,0.14500942146713067,0.1059699855642624,0.12352943439390525,0.13169676095770952,0.16222342608867835
2019-03-07,0.10318202097892656,0.1840390650985901,0.11832854633661041,0.11759116274034878,0.1458632880585231,0.11019349843859688,0.11572105712909067,0.13662767142143376,0.16195252692148288
2019-03-08,0.10918521814012211,0.18651250110888537,0.1183021139973803,0.11954293394708593,0.14727196521527314,0.11058680059322379,0.1323239991916323,0.13695815055390215,0.16890129888625857
2019-03-11,0.10929575842756394,0.20206027555208134,0.11931766508086702,0.11910874131010192,0.14751161816426142,0.11636702807165716,0.13381782513922197,0.1459929474933915,0.16739764660979337
2019-03-12,0.10874945578812223,0.20214416144828173,0.12054375301934907,0.11849253461954773,0.1478230187437933,0.11602099803780605,0.13811541491447174,0.14538162486357167,0.172553279094663
2019-03-13,0.10931773782524618,0.20397914519225013,0.12052122965094926,0.11716267046227603,0.14788924410561627,0.11681371627092088,0.13936396543381155,0.14586943672994643,0.17461063335999197
2019-03-14,0.10935022772363767,0.2027465189536334,0.11977662376857175,0.11616225085910506,0.14761943204803105,0.11612589920359394,0.1374501311374931,0.1458253992229286,0.1743871459576813
2019-03-15,0.10915471833478521,0.20217612287569053,0.11491223334301215,0.10435801832756127,0.13068301252807626,0.11175335610852376,0.13454214733086473,0.14478688520715943,0.17206703717499322
2019-03-18,0.10806157586025897,0.20032980800915468,0.10721577180925516,0.10192566134269325,0.1264457496906795,0.10085968330733394,0.13737740909741988,0.12935421555716833,0.17235170944547556
2019-03-19,0.10757822427057795,0.1967855715937731,0.10649103030490999,0.09711633890066074,0.12897676284103987,0.10113388372689358,0.13716159596549082,0.1292882102218953,0.17227186178971451
2019-03-20,0.10839950961603889,0.19993329657290226,0.10829034495542883,0.09768397350678512,0.13853628926634104,0.1022709793482417,0.1389621071206609,0.12902027909259506,0.17211564429296308
2019-03-22,0.10878635776157652,0.2313574347829511,0.11295398345071836,0.10548612456351858,0.15128527811198786,0.10645474662690761,0.1365450179362211,0.13276318296847298,0.171932446746696
2019-03-25,0.11508501058353122,0.22708895128545212,0.10181951416374965,0.09823987271545387,0.15099026440908866,0.09874333993870286,0.1508809867171355,0.12020897571784027,0.19468188984449933
2019-03-26,0.11409803299087505,0.23297265214131552,0.1026952174791602,0.09798543853449332,0.15189807997005841,0.09794280593489924,0.14804954944359008,0.11612938694403342,0.2017915565983433
2019-03-27,0.11398606538884042,0.2540957831279614,0.10274250562526248,0.09622607201555188,0.1519142852276019,0.09949077938457163,0.14867637803228956,0.11786894563501682,0.202024959137678
2019-03-28,0.11451386978581764,0.2662174935990273,0.10141309765960028,0.09715676350974105,0.1518806148265746,0.09836981447523839,0.1486489688683288,0.11433053321635854,0.20771113591155876
2019-03-29,0.07599529837369651,0.2503929647618365,0.10209991346174148,0.09755167624523829,0.13330866562815952,0.0971277162129842,0.15051177611339964,0.11307033043899214,0.19240710092273342
2019-04-01,0.07749821492521247,0.24987695777617472,0.10209420526296668,0.0956517157483955,0.12685357153338644,0.09512067868068644,0.1565136708461377,0.11013906105402886,0.18231622234544465
2019-04-02,0.0774267623715916,0.2505076512045613,0.10219386256105324,0.09709679345038989,0.1274196496233684,0.09508955106338428,0.15368823583528898,0.11011266327948939,0.17854319009400843
2019-04-03,0.07905847444558753,0.2424428978907955,0.10114505055350277,0.09742457100797236,0.13193949676007566,0.0943453650395681,0.15642587018670526,0.1106965294414751,0.1804354861468577
2019-04-04,0.0837750148540508,0.24914615621101804,0.09019636334291238,0.09689816758123705,0.1226309577002505,0.09016290828370259,0.14417601319831574,0.11023973584796154,0.176662040595494
2019-04-08,0.08227902498452375,0.2512643323186916,0.09043810805635576,0.09473699031081899,0.12314829444448548,0.0910804157840276,0.1416562113922432,0.11161217387411783,0.16846899073804752
2019-04-09,0.08200421005134131,0.25112869269854093,0.09302963237943035,0.09417147464944346,0.1258991216954679,0.09358638040174129,0.1396503388779962,0.11370556442842147,0.16775820383729162
2019-04-10,0.07979995066884926,0.25101151455856086,0.09215022132466648,0.08999447632477915,0.12627049887232575,0.09277116194795038,0.13977622621386754,0.11328823846430529,0.16858238037106785
